system_id,artUrl,artTitle,artDate,artPoster,artCatagory,artContent,artComment,e_ip,insertedDate,dataSource
1,https://www.ptt.cc/bbs/Stock/M.1711840847.A.5D9.html,[標的]6167久正多,2024-03-31 07:20:45,i815432,Stock,"-
1.發標的文未充實內文，
多空理由不充實
者，板規1-1-5或4-4處份
2.進退場機制若非長期投資，請
輸入停損價
，否則依板規1-1-6處份
3.請依格式輸入內容，未依格式者板規1-1-2砍文處份。

標題請使用以下格式：股號.市場碼+股名+分類 (市場碼：TW US HK CN JP KR...)
                 ex [標的] 2330.TW 台積電 長期不停損多
                 ex [標的] TSLA.US 特斯拉 馬斯克火星多
-按ctrl+y
可刪除
以上內容。

標的：
6167.TW久正

分類：多/空/討論/心得
多

分析/正文：
1.在法說會中有提到台中西屯工業區有2500萬坪工業用地，當初ㄧ坪8萬，現在40萬；南
京場有137畝地換算坪數還要乘上2000；而且二十年前是以600萬台幣購買；如果未來能估
值重算應該有個30元價值吧
2.這家擁有充電樁的面板訂單，且未來會持續成長
3.在四月9-11要去德國參加內嵌式展覽（我認為有機會成為機器人的面板訂單
4.子公司久禾光未來會拼上市，只是目前卡在先進光侵權官司（個人認為引響不大



進退場機制：
現在可以慢慢進場
有土地價值，基本上就長期投資
附上人權
https://i.imgur.com/FdSvnUa.jpg","[{""cmtStatus"": ""推"", ""cmtPoster"": ""addy7533967"", ""cmtContent"": "":推推"", ""cmtDate"": ""2024-03-31 11:33:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""swat11239"", ""cmtContent"": "":畢業後回來重讀了"", ""cmtDate"": ""2024-03-31 14:19:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""ckeleaf"", ""cmtContent"": "":15張套快8個月了，成本17.5"", ""cmtDate"": ""2024-03-31 23:14:00""}]",101.9.128.69,2024-04-01 02:25:34,ptt
