system_id,word,ner
20,台電,ORG
20,億元,MONEY
20,中油,ORG
20,億元,MONEY
20,阿扁,PERSON
20,中油台電,ORG
20,那年,DATE
20,民進黨,ORG
20,民進黨,ORG
20,民進黨,ORG
20,范雲,PERSON
20,范雲,PERSON
20,民進黨,ORG
20,國民黨,ORG
20,陳雪生,PERSON
20,黨內,ORG
20,賴品妤,PERSON
20,民進黨,ORG
20,柯文哲,PERSON
20,陳,PERSON
20,立法院,ORG
20,國防委員會,ORG
20,趙天麟,PERSON
20,中國,NORP
20,恩恩愛愛,PERSON
20,范婦,PERSON
20,民進黨,ORG
20,死忠仔,PERSON
20,民進黨,ORG
20,兩岸,GPE
20,蔡英文,PERSON
20,蔡英文,PERSON
20,兩,CARDINAL
20,八年,DATE
20,馬英九,PERSON
20,甘比亞,GPE
20,蔡英文,PERSON
20,聖多美普林,GPE
20,吉里巴斯,GPE
20,尼加拉瓜宏都拉斯,GPE
20,外交部,ORG
20,中共,ORG
20,台萊,ORG
20,台積電,ORG
20,民主法治,ORG
20,蔡英文,PERSON
20,邱太三,PERSON
20,陸委會,ORG
20,民進黨,ORG
20,陳歐珀,PERSON
20,鄭文燦,PERSON
20,陳歐珀,PERSON
20,民進黨,ORG
20,郭再欽,PERSON
20,台南市,GPE
20,邱莉莉,PERSON
20,民進黨,ORG
20,台南,GPE
20,郭再欽,PERSON
21,國昌,PERSON
21,三,CARDINAL
21,黃國昌,PERSON
21,陳椒華,PERSON
21,徐永明,PERSON
21,柯樣柯,PERSON
21,柯,PERSON
21,台大醫院,ORG
21,台大醫院,ORG
21,柯文哲,PERSON
21,柯,PERSON
21,三,CARDINAL
21,今天,DATE
21,三,CARDINAL
21,國昌,PERSON
21,第四,ORDINAL
21,民眾黨,ORG
21,今天,DATE
21,三,CARDINAL
21,綠燈媽,PERSON
21,洪仲丘,PERSON
21,洪慈庸,PERSON
21,柯政黨,ORG
21,民眾黨,ORG
21,民眾黨,ORG
21,小藍,PERSON
21,阿原,PERSON
21,根本家,PERSON
21,台灣,GPE
21,五十年,DATE
21,阿扁,PERSON
21,柯有,PERSON
21,柯,PERSON
21,柯,PERSON
21,今天,DATE
21,新竹人,NORP
21,新竹,GPE
21,竹科省,GPE
21,萬里賴皮寮,GPE
21,阿幹,PERSON
21,藍,PERSON
21,徐站,PERSON
21,小時,TIME
21,立委,ORG
21,吳乃仁,PERSON
21,蓋貞節牌坊,FAC
22,中央社,ORG
22,曾智怡,PERSON
22,去年,DATE
22,台電,ORG
22,第高,ORDINAL
22,去年,DATE
22,台電,ORG
22,去年,DATE
22,台電,ORG
22,全年,DATE
22,台電,ORG
22,今天,DATE
22,台電,ORG
22,當天,DATE
22,興達三號機,FAC
22,豐德電廠,FAC
22,台電,ORG
22,台電,ORG
22,台電,ORG
22,秋冬時期,DATE
22,夏季,DATE
22,中午,TIME
22,夜間,TIME
22,台電,ORG
22,台電,ORG
22,台電,ORG
22,台電,ORG
22,今年,DATE
22,夏季,DATE
22,大潭八號機,FAC
22,台電,ORG
23,蔡英文,PERSON
23,侯辦秀,PERSON
